customer_id,first_name,last_name,email_address,phone_number,street_address,city,state,zip_code,country,registration_date,premium_member
USER-1202,,Helen Roberts,hroberts@icloud.com,5553716619,,Austin,Texas,78769,,2020-05-25,Bronze
USER-1203,,"Brooks, Angela",abrooks@yahoo.com,5559739653,,Houston,TX,77040,,2020-01-27,Silver
USER-1204,,"Peterson, Jason",jason.peterson24@gmail.com,5558796749,,Nashville,TN,37217,,2020-09-27,Platinum
USER-1205,,Eric Taylor,etaylor@gmail.com,5551001050,,Fort Worth,TX,76197,,2020-07-03,Platinum
USER-1206,,David Hall,david.hall78@aol.com,5552606227,,Philadelphia,Pennsylvania,19055,,2020-10-12,Bronze
USER-1207,,Donna Miller,donna.miller@yahoo.com,5558728619,,Los Angeles,CA,90018,,2020-08-26,Gold
USER-1208,,"Ward, Justin",justin.ward@yahoo.com,5552828989,,Austin,TX,78797,,2020-02-21,Gold
USER-1209,,"Reed, Elizabeth",ereed@hotmail.com,5553066376,,Jacksonville,FL,32008,,2020-12-07,Gold
USER-1210,,"Green, Kevin",kevin.green@hotmail.com,5555968131,,Dallas,TX,75252,,2020-02-14,Bronze
USER-1211,,Justin Smith,justin.smith@outlook.com,5556601550,,San Antonio,Texas,78279,,2020-01-09,Gold
USER-1212,,Susan Morgan,susan.morgan34@icloud.com,5553699409,,Indianapolis,IN,46218,,2020-09-18,Silver
USER-1213,,"Murphy, Jason",jason.murphy@aol.com,5559114381,,San Diego,California,92154,,2020-07-09,Gold
USER-1214,,"Campbell, Matthew",matthew.campbell56@outlook.com,5555902215,,Los Angeles,California,90098,,2020-08-14,Bronze
USER-1215,,"Phillips, Helen",helen.phillips@hotmail.com,5556547551,,Dallas,Texas,75271,,2020-10-26,Gold
USER-1216,,Tyler Martinez,tyler.martinez@hotmail.com,5554465482,,New York,NY,10004,,2020-03-02,Gold
USER-1217,,"Martin, Ashley",amartin@outlook.com,5558866514,,Houston,TX,77070,,2020-02-28,Platinum
USER-1218,,Robert Turner,robert.turner13@protonmail.com,5552857005,,Seattle,WA,98112,,2020-08-19,Bronze
USER-1219,,"Cox, Christopher",christopher.cox72@protonmail.com,5557694891,,Indianapolis,IN,46239,,2020-10-10,Silver
USER-1220,,Brian Watson,brian.watson90@gmail.com,5553496615,,Charlotte,North Carolina,28291,,2020-02-23,Gold
USER-1221,,"Baker, Kevin",kevin.baker@hotmail.com,5552174597,,Chicago,Illinois,60691,,2020-12-13,Bronze
USER-1222,,Brandon Peterson,bpeterson@gmail.com,5556083398,,Los Angeles,California,90063,,2020-10-09,Platinum
USER-1223,,Matthew Jones,matthew.jones49@outlook.com,5558472688,,Phoenix,Arizona,85063,,2020-12-12,Platinum
USER-1224,,Brian Lee,blee@hotmail.com,5552504093,,Charlotte,NC,28264,,2020-11-25,Platinum
USER-1225,,Amanda Rogers,amanda.rogers88@protonmail.com,5555687014,,Phoenix,AZ,85096,,2020-02-10,Bronze
USER-1226,,Amanda Murphy,amanda.murphy@gmail.com,5556331316,,Indianapolis,Indiana,46277,,2020-07-05,Silver
USER-1227,,Barbara Walker,barbara.walker@outlook.com,5557919054,,Jacksonville,FL,32060,,2020-08-15,Bronze
USER-1228,,"Hall, Kimberly",kimberly.hall32@yahoo.com,5551896699,,Charlotte,NC,28239,,2020-05-18,Platinum
USER-1229,,"Murphy, Lisa",lisa.murphy@outlook.com,5558199208,,Charlotte,North Carolina,28298,,2020-03-01,Bronze
USER-1230,,"Miller, Matthew",mmiller@hotmail.com,5557620431,,Indianapolis,IN,46271,,2020-07-02,Gold
USER-1231,,"Davis, Susan",susan.davis44@outlook.com,5553972708,,New York,NY,10064,,2020-08-21,Platinum
USER-1232,,"Miller, James",jmiller@yahoo.com,5556085198,,Houston,TX,77038,,2020-03-21,Gold
USER-1233,,Jason Jackson,jason.jackson@yahoo.com,5555456690,,San Antonio,Texas,78227,,2020-03-17,Silver
USER-1234,,"Reed, Barbara",barbara.reed@yahoo.com,5551585891,,Dallas,Texas,75254,,2020-03-24,Platinum
USER-1235,,"Parker, Karen",karen.parker@yahoo.com,5553606710,,Los Angeles,California,90003,,2020-10-05,Gold
USER-1236,,"Mitchell, Susan",susan.mitchell67@protonmail.com,5556306917,,Dallas,Texas,75254,,2020-01-26,Platinum
USER-1237,,Justin Evans,jevans@hotmail.com,5553785204,,Denver,Colorado,80242,,2020-08-08,Silver
USER-1238,,"Rodriguez, Nancy",nrodriguez@outlook.com,5552031211,,Chicago,IL,60655,,2020-02-01,Silver
USER-1239,,"Green, Kimberly",kimberly.green@outlook.com,5559611998,,Dallas,TX,75277,,2020-06-25,Gold
USER-1240,,Amanda Young,ayoung@outlook.com,5552947278,,San Francisco,California,94126,,2020-04-13,Silver
USER-1241,,Ruth Parker,rparker@outlook.com,5551111350,,San Francisco,CA,94183,,2020-08-09,Bronze
USER-1242,,Linda Wilson,linda.wilson40@protonmail.com,5551931438,,Indianapolis,IN,46238,,2020-08-04,Bronze
USER-1243,,"Ward, Betty",betty.ward@hotmail.com,5551925018,,San Francisco,California,94147,,2020-12-04,Bronze
USER-1244,,"Lopez, Ryan",ryan.lopez@protonmail.com,5551073479,,Nashville,TN,37280,,2020-08-03,Bronze
USER-1245,,"Taylor, Elizabeth",elizabeth.taylor@aol.com,5555495927,,Charlotte,North Carolina,28230,,2020-09-24,Platinum
USER-1246,,Elizabeth Evans,elizabeth.evans82@icloud.com,5556351939,,Charlotte,NC,28294,,2020-03-15,Platinum
USER-1247,,Carol Baker,carol.baker64@outlook.com,5556645200,,Philadelphia,Pennsylvania,19032,,2020-07-12,Bronze
USER-1248,,"Brooks, Matthew",matthew.brooks@icloud.com,5555361456,,Indianapolis,IN,46279,,2020-10-19,Platinum
USER-1249,,"Anderson, Joseph",joseph.anderson78@hotmail.com,5557703318,,Columbus,OH,43013,,2020-03-11,Bronze
USER-1250,,Sandra Lopez,sandra.lopez@aol.com,5557356158,,Chicago,IL,60677,,2020-11-26,Bronze
USER-1251,,Melissa Walker,melissa.walker@aol.com,5552963303,,Los Angeles,CA,90089,,2020-08-05,Bronze
USER-1252,,"Turner, Linda",linda.turner85@protonmail.com,5559898008,,Chicago,Illinois,60675,,2020-12-11,Bronze
USER-1253,,Mary Davis,mdavis@icloud.com,5559200134,,Jacksonville,FL,32076,,2020-01-09,Platinum
USER-1254,,"Jones, Ashley",ajones@protonmail.com,5555796685,,Jacksonville,FL,32090,,2020-02-14,Platinum
USER-1255,,Laura Brown,lbrown@hotmail.com,5556599782,,Seattle,Washington,98147,,2020-10-08,Platinum
USER-1256,,"Young, Steven",steven.young52@aol.com,5551804527,,Phoenix,AZ,85012,,2020-10-24,Bronze
USER-1257,,"Brooks, Jason",jason.brooks@yahoo.com,5557004234,,Denver,Colorado,80213,,2020-12-11,Gold
USER-1258,,"Adams, Patricia",padams@yahoo.com,5551282496,,Columbus,OH,43029,,2020-04-25,Gold
USER-1259,,James Cooper,james.cooper@yahoo.com,5551997990,,Charlotte,North Carolina,28298,,2020-06-16,Gold
USER-1260,,Steven Murphy,steven.murphy@yahoo.com,5559935634,,Denver,Colorado,80227,,2020-11-14,Bronze
USER-1261,,Betty Collins,betty.collins@yahoo.com,5552222696,,Chicago,Illinois,60677,,2020-05-25,Bronze
USER-1262,,Mary Wilson,mary.wilson@gmail.com,5552497438,,Fort Worth,Texas,76163,,2020-02-04,Bronze
USER-1263,,"Gonzalez, Sandra",sandra.gonzalez@yahoo.com,5558153979,,Indianapolis,IN,46251,,2020-10-02,Gold
USER-1264,,Ashley Turner,aturner@outlook.com,5556245251,,Jacksonville,FL,32002,,2020-09-02,Silver
USER-1265,,Christopher Cook,ccook@gmail.com,5559110817,,Denver,Colorado,80257,,2020-04-03,Silver
USER-1266,,Andrew Murphy,andrew.murphy64@yahoo.com,5556522683,,San Diego,California,92153,,2020-09-12,Gold
USER-1267,,Sharon Wright,sharon.wright@aol.com,5555875285,,Charlotte,NC,28233,,2020-09-02,Gold
USER-1268,,Kimberly Reed,kimberly.reed@gmail.com,5555904865,,Fort Worth,Texas,76109,,2020-03-12,Platinum
USER-1269,,"Roberts, Betty",broberts@gmail.com,5558507802,,Jacksonville,FL,32011,,2020-08-20,Bronze
USER-1270,,William Evans,wevans@hotmail.com,5559646628,,Indianapolis,IN,46225,,2020-06-22,Bronze
USER-1271,,Barbara Allen,barbara.allen@protonmail.com,5557741923,,Charlotte,North Carolina,28202,,2020-01-01,Gold
USER-1272,,Mark Carter,mark.carter@hotmail.com,5558641922,,Columbus,OH,43083,,2020-03-10,Gold
USER-1273,,"Peterson, Thomas",thomas.peterson@hotmail.com,5554775187,,Austin,TX,78797,,2020-04-21,Gold
USER-1274,,Michelle Ward,michelle.ward@icloud.com,5552760338,,Nashville,Tennessee,37244,,2020-08-20,Silver
USER-1275,,Charles Martinez,charles.martinez86@gmail.com,5558805615,,Seattle,Washington,98151,,2020-07-24,Gold
USER-1276,,Laura Cook,laura.cook@hotmail.com,5556276157,,Denver,CO,80276,,2020-01-24,Platinum
USER-1277,,"Wilson, Elizabeth",elizabeth.wilson@protonmail.com,5556603085,,Columbus,OH,43031,,2020-01-19,Bronze
USER-1278,,"Mitchell, Betty",betty.mitchell@protonmail.com,5557899530,,Fort Worth,TX,76144,,2020-01-15,Gold
USER-1279,,"Richardson, Helen",hrichardson@aol.com,5552470772,,Austin,TX,78701,,2020-03-03,Bronze
USER-1280,,"Green, Emily",emily.green@protonmail.com,5555345098,,Denver,Colorado,80250,,2020-01-24,Bronze
USER-1281,,Jason Jackson,jjackson@protonmail.com,5556119663,,Fort Worth,TX,76165,,2020-04-23,Platinum
USER-1282,,James Hall,jhall@outlook.com,5552234643,,Chicago,Illinois,60665,,2020-04-16,Silver
USER-1283,,"Peterson, Nicholas",npeterson@gmail.com,5552278354,,Seattle,WA,98186,,2020-02-06,Bronze
USER-1284,,"Brooks, Justin",jbrooks@yahoo.com,5551212209,,San Antonio,Texas,78209,,2020-06-04,Bronze
USER-1285,,Ashley Campbell,ashley.campbell@protonmail.com,5553313441,,New York,New York,10036,,2020-03-01,Silver
USER-1286,,"Carter, Christopher",ccarter@outlook.com,5559000229,,Indianapolis,IN,46274,,2020-02-06,Silver
USER-1287,,Lisa Watson,lisa.watson56@icloud.com,5558015772,,San Francisco,CA,94100,,2020-06-13,Silver
USER-1288,,"Carter, Susan",susan.carter@icloud.com,5554614990,,Indianapolis,Indiana,46204,,2020-12-09,Bronze
USER-1289,,"Adams, Brian",brian.adams57@hotmail.com,5556443462,,Jacksonville,FL,32055,,2020-12-23,Silver
USER-1290,,Nancy Phillips,nancy.phillips71@protonmail.com,5557037173,,Austin,TX,78719,,2020-01-13,Silver
USER-1291,,"Adams, Tyler",tadams@hotmail.com,5553053579,,Los Angeles,California,90052,,2020-06-04,Platinum
USER-1292,,Betty Anderson,banderson@aol.com,5558674365,,Fort Worth,TX,76144,,2020-06-19,Gold
USER-1293,,Dorothy Hall,dorothy.hall@icloud.com,5556791630,,San Diego,CA,92169,,2020-09-02,Gold
USER-1294,,"Evans, Patricia",pevans@hotmail.com,5552306974,,Dallas,TX,75258,,2020-12-01,Gold
USER-1295,,"Turner, Jessica",jturner@yahoo.com,5557501240,,Los Angeles,California,90058,,2020-12-28,Platinum
USER-1296,,"Howard, David",david.howard17@protonmail.com,5551004752,,Charlotte,NC,28203,,2020-10-25,Gold
USER-1297,,"Evans, Charles",cevans@icloud.com,5557526142,,Austin,Texas,78746,,2020-10-04,Bronze
USER-1298,,"Thomas, Christopher",christopher.thomas@yahoo.com,5559143381,,Los Angeles,CA,90056,,2020-03-07,Platinum
USER-1299,,Kenneth Cook,kenneth.cook@yahoo.com,5552860259,,Denver,Colorado,80228,,2020-09-10,Gold
USER-1300,,Ryan Hernandez,ryan.hernandez@gmail.com,5554138616,,Chicago,Illinois,60658,,2020-07-24,Bronze
USER-1301,,"Rogers, Jessica",jessica.rogers@outlook.com,5554332831,,San Diego,CA,92161,,2020-01-04,Bronze
USER-1302,,Carol Brooks,cbrooks@icloud.com,5551568419,,Los Angeles,California,90098,,2020-10-21,Bronze
USER-1303,,Donald Brooks,dbrooks@outlook.com,5559778031,,Columbus,Ohio,43079,,2020-12-14,Silver
USER-1304,,"Mitchell, Sandra",smitchell@icloud.com,5556710580,,Seattle,WA,98165,,2020-01-20,Silver
USER-1305,,"Moore, Maria",maria.moore26@hotmail.com,5559914693,,Nashville,Tennessee,37239,,2020-10-17,Silver
USER-1306,,"Hernandez, Brian",brian.hernandez5@hotmail.com,5554816476,,Phoenix,AZ,85059,,2020-07-13,Platinum
USER-1307,,"Johnson, Andrew",andrew.johnson@yahoo.com,5551523652,,San Diego,CA,92180,,2020-06-28,Platinum
USER-1308,,"Johnson, Nicholas",njohnson@yahoo.com,5554873778,,Seattle,WA,98112,,2020-11-19,Platinum
USER-1309,,Patricia Stewart,patricia.stewart71@hotmail.com,5558074358,,Indianapolis,Indiana,46261,,2020-03-21,Gold
USER-1310,,"Morgan, William",william.morgan40@aol.com,5555030332,,Austin,Texas,78744,,2020-09-09,Gold
USER-1311,,"Watson, Christopher",christopher.watson@aol.com,5559235027,,San Francisco,California,94138,,2020-02-02,Gold
USER-1312,,David Morgan,david.morgan@gmail.com,5551831222,,Boston,MA,2123,,2020-07-23,Gold
USER-1313,,"Adams, William",william.adams@protonmail.com,5551146557,,New York,NY,10093,,2020-05-07,Platinum
USER-1314,,"Campbell, Thomas",tcampbell@icloud.com,5558349996,,Columbus,Ohio,43046,,2020-01-07,Bronze
USER-1315,,Barbara Hall,bhall@icloud.com,5552389232,,Jacksonville,Florida,32027,,2020-05-28,Bronze
USER-1316,,"Smith, Elizabeth",elizabeth.smith@hotmail.com,5552735196,,Indianapolis,IN,46246,,2020-04-17,Bronze
USER-1317,,"Adams, Ruth",ruth.adams7@yahoo.com,5555129971,,Indianapolis,IN,46240,,2020-04-06,Silver
USER-1318,,Ruth Rodriguez,ruth.rodriguez@hotmail.com,5553337873,,Denver,CO,80212,,2020-10-09,Gold
USER-1319,,"Howard, Nancy",nhoward@icloud.com,5556736465,,Phoenix,AZ,85037,,2020-04-12,Silver
USER-1320,,Mary Gray,mary.gray@protonmail.com,5559610805,,Jacksonville,FL,32043,,2020-05-15,Silver
USER-1321,,Sharon Young,sharon.young@aol.com,5551425565,,Phoenix,Arizona,85005,,2020-06-20,Silver
USER-1322,,Robert Miller,rmiller@protonmail.com,5559656044,,Nashville,TN,37242,,2020-06-22,Bronze
USER-1323,,Richard Campbell,richard.campbell@aol.com,5559343739,,Fort Worth,TX,76196,,2020-05-01,Platinum
USER-1324,,"Jones, Karen",karen.jones@hotmail.com,5551118280,,Dallas,Texas,75273,,2020-03-16,Silver
USER-1325,,Carol Parker,carol.parker@protonmail.com,5558896240,,Dallas,TX,75212,,2020-02-24,Bronze
USER-1326,,"Miller, James",jmiller@hotmail.com,5553042481,,Dallas,Texas,75227,,2020-09-10,Bronze
USER-1327,,Michael Williams,michael.williams@gmail.com,5551945125,,San Antonio,TX,78289,,2020-12-06,Bronze
USER-1328,,"Brooks, William",william.brooks@hotmail.com,5551275976,,Phoenix,AZ,85096,,2020-06-23,Bronze
USER-1329,,"Green, Patricia",patricia.green@gmail.com,5558080157,,Chicago,IL,60625,,2020-12-19,Bronze
USER-1330,,"Bell, Charles",charles.bell@protonmail.com,5557945270,,Nashville,TN,37252,,2020-06-13,Platinum
USER-1331,,"Williams, Jennifer",jennifer.williams71@outlook.com,5557540957,,San Francisco,CA,94143,,2020-05-22,Platinum
USER-1332,,Karen Baker,karen.baker@hotmail.com,5556162147,,Chicago,IL,60602,,2020-07-14,Silver
USER-1333,,Steven Martin,smartin@hotmail.com,5559569747,,Philadelphia,PA,19086,,2020-05-08,Platinum
USER-1334,,Ashley Morgan,ashley.morgan@icloud.com,5555601963,,Boston,Massachusetts,2121,,2020-10-16,Bronze
USER-1335,,"Baker, Steven",steven.baker@hotmail.com,5552771824,,Philadelphia,Pennsylvania,19085,,2020-09-18,Platinum
USER-1336,,"Walker, Emily",emily.walker@protonmail.com,5554929186,,Seattle,Washington,98183,,2020-09-20,Bronze
USER-1337,,"Jones, Sarah",sarah.jones56@gmail.com,5554506024,,San Francisco,California,94123,,2020-11-06,Gold
USER-1338,,Mark Turner,mark.turner@yahoo.com,5555094933,,Los Angeles,CA,90049,,2020-06-24,Platinum
USER-1339,,Andrew Phillips,andrew.phillips@aol.com,5558416103,,Nashville,Tennessee,37282,,2020-07-14,Bronze
USER-1340,,Donald Lee,dlee@icloud.com,5558820653,,Fort Worth,Texas,76105,,2020-04-24,Platinum
USER-1341,,"Adams, Melissa",madams@aol.com,5554199148,,Boston,Massachusetts,2181,,2020-07-28,Gold
USER-1342,,"Anderson, Ruth",ruth.anderson@icloud.com,5551959010,,Jacksonville,FL,32008,,2020-12-22,Silver
USER-1343,,"Anderson, Brian",brian.anderson29@icloud.com,5557307646,,Charlotte,North Carolina,28229,,2020-12-07,Bronze
USER-1344,,"Peterson, Kimberly",kimberly.peterson@protonmail.com,5558850877,,Boston,Massachusetts,2138,,2020-12-16,Bronze
USER-1345,,"Gonzalez, Mark",mark.gonzalez55@outlook.com,5551115685,,Houston,Texas,77061,,2020-06-06,Gold
USER-1346,,Robert Lee,robert.lee77@gmail.com,5559252183,,Seattle,Washington,98135,,2020-11-25,Platinum
USER-1347,,Bob Edwards,redwards@yahoo.com,5555817754,,Philadelphia,PA,19057,,2020-11-28,Silver
USER-1348,,"King, Donna",donna.king8@aol.com,5555449863,,Seattle,WA,98166,,2020-04-08,Gold
USER-1349,,Brian Johnson,brian.johnson@outlook.com,5557463228,,Denver,Colorado,80209,,2020-08-03,Silver
USER-1350,,Karen Lee,klee@protonmail.com,5553815650,,Los Angeles,California,90081,,2020-07-16,Silver
USER-1351,,"Baker, Sharon",sbaker@protonmail.com,5556619269,,Austin,Texas,78789,,2020-06-26,Bronze
USER-1352,,Mary Parker,mary.parker33@gmail.com,5555720131,,Charlotte,North Carolina,28268,,2020-03-27,Silver
USER-1353,,"Parker, Lisa",lparker@icloud.com,5557347113,,Seattle,Washington,98116,,2020-03-15,Platinum
USER-1354,,Karen Young,karen.young@outlook.com,5552232915,,Houston,TX,77082,,2020-05-04,Bronze
USER-1355,,Deborah Hernandez,deborah.hernandez78@protonmail.com,5556195445,,Columbus,Ohio,43053,,2020-08-24,Silver
USER-1356,,Anthony Edwards,anthony.edwards@hotmail.com,5554226391,,Houston,TX,77041,,2020-12-12,Platinum
USER-1357,,"Reed, Emily",emily.reed@gmail.com,5557271777,,Fort Worth,TX,76104,,2020-09-26,Gold
USER-1358,,Robert Ward,rward@yahoo.com,5559959277,,Indianapolis,Indiana,46227,,2020-02-05,Silver
USER-1359,,"Morris, Eric",eric.morris11@hotmail.com,5554900228,,Phoenix,Arizona,85090,,2020-11-26,Silver
USER-1360,,Joshua Jackson,joshua.jackson@protonmail.com,5553867922,,Indianapolis,IN,46275,,2020-12-24,Silver
USER-1361,,"Anderson, William",wanderson@hotmail.com,5554346233,,Houston,TX,77047,,2020-01-02,Gold
USER-1362,,"Miller, Linda",linda.miller50@yahoo.com,5553176517,,Denver,Colorado,80284,,2020-02-25,Gold
USER-1363,,Jason Watson,jwatson@protonmail.com,5552168818,,San Antonio,TX,78215,,2020-03-15,Gold
USER-1364,,Barbara Lopez,barbara.lopez24@protonmail.com,5558752250,,Indianapolis,IN,46201,,2020-01-22,Silver
USER-1365,,"Smith, Jennifer",jsmith@outlook.com,5553092130,,New York,New York,10031,,2020-12-20,Bronze
USER-1366,,"Hill, Sarah",sarah.hill@yahoo.com,5551543079,,Seattle,WA,98122,,2020-04-28,Bronze
USER-1367,,"Anderson, Patricia",patricia.anderson@outlook.com,5553650082,,Denver,Colorado,80277,,2020-01-19,Silver
USER-1368,,Jim Miller,james.miller@hotmail.com,5556750742,,Philadelphia,PA,19091,,2020-09-10,Bronze
USER-1369,,Donna Garcia,dgarcia@protonmail.com,5552177918,,New York,New York,10011,,2020-05-19,Bronze
USER-1370,,"Johnson, Jim",james.johnson@yahoo.com,5558462744,,Houston,TX,77047,,2020-01-03,Gold
USER-1371,,"Campbell, David",david.campbell@protonmail.com,5555018544,,Chicago,Illinois,60620,,2020-05-17,Platinum
USER-1372,,"Lopez, Karen",karen.lopez92@hotmail.com,5555714422,,Columbus,Ohio,43097,,2020-06-09,Bronze
USER-1373,,Charles Turner,charles.turner@gmail.com,5553361826,,Fort Worth,Texas,76197,,2020-07-17,Platinum
USER-1374,,"Jim, Patricia",pjames@outlook.com,5554520246,,Seattle,Washington,98126,,2020-03-05,Silver
USER-1375,,"Thomas, Donald",donald.thomas@protonmail.com,5559745621,,Austin,Texas,78761,,2020-07-05,Silver
USER-1376,,Brandon Smith,bsmith@gmail.com,5552171733,,Austin,TX,78708,,2020-06-24,Gold
USER-1377,,"Baker, John",jbaker@gmail.com,5558615335,,Chicago,IL,60604,,2020-03-03,Gold
USER-1378,,"Rogers, Andrew",andrew.rogers@gmail.com,5551855007,,San Antonio,TX,78262,,2020-10-27,Platinum
USER-1379,,"Brooks, Kevin",kevin.brooks@hotmail.com,5554503288,,Columbus,OH,43051,,2020-05-02,Silver
USER-1380,,"Johnson, Betty",betty.johnson@protonmail.com,5556931817,,San Diego,CA,92114,,2020-06-16,Platinum
USER-1381,,Matthew Anderson,matthew.anderson@gmail.com,5559846633,,Los Angeles,CA,90020,,2020-07-28,Gold
USER-1382,,"Bell, William",william.bell43@outlook.com,5555806681,,Fort Worth,TX,76147,,2020-04-13,Gold
USER-1383,,"Morris, Eric",emorris@yahoo.com,5554106827,,Houston,Texas,77037,,2020-10-22,Gold
USER-1384,,Ryan Gonzalez,ryan.gonzalez@gmail.com,5559519874,,Columbus,OH,43056,,2020-11-25,Platinum
USER-1385,,Patricia Edwards,patricia.edwards@protonmail.com,5551428571,,Los Angeles,California,90018,,2020-05-17,Bronze
USER-1386,,Charles Mitchell,charles.mitchell@yahoo.com,5552940839,,Boston,Massachusetts,2176,,2020-01-06,Bronze
USER-1387,,"Allen, Kenneth",kallen@aol.com,5558505336,,Seattle,Washington,98156,,2020-06-26,Silver
USER-1388,,"Moore, Andrew",andrew.moore98@icloud.com,5555720901,,Houston,TX,77083,,2020-07-22,Platinum
USER-1389,,"Jones, Linda",ljones@hotmail.com,5556976122,,Austin,Texas,78741,,2020-02-15,Gold
USER-1390,,Nicholas Williams,nwilliams@aol.com,5554977938,,Jacksonville,FL,32098,,2020-01-26,Silver
USER-1391,,"Scott, Nancy",nscott@aol.com,5554157865,,Seattle,Washington,98133,,2020-09-02,Platinum
USER-1392,,"Green, Laura",laura.green@hotmail.com,5557717658,,Jacksonville,FL,32014,,2020-11-09,Silver
USER-1393,,"Stewart, Nicholas",nstewart@outlook.com,5553096946,,San Diego,CA,92155,,2020-09-08,Platinum
USER-1394,,Donald Taylor,donald.taylor81@yahoo.com,5553353619,,Jacksonville,Florida,32086,,2020-02-06,Platinum
USER-1395,,"Miller, Barbara",barbara.miller@outlook.com,5556041654,,Austin,Texas,78743,,2020-01-17,Silver
USER-1396,,"Morris, William",william.morris@protonmail.com,5551742582,,Austin,TX,78718,,2020-10-19,Platinum
USER-1397,,Donna Wilson,donna.wilson@yahoo.com,5552780503,,San Diego,CA,92149,,2020-02-11,Gold
USER-1398,,Deborah Turner,deborah.turner@protonmail.com,5558378001,,Columbus,Ohio,43067,,2020-08-15,Gold
USER-1399,,"Lopez, Mark",mark.lopez71@hotmail.com,5559791938,,San Francisco,CA,94156,,2020-02-20,Gold
USER-1400,,"Cox, Daniel",daniel.cox@protonmail.com,5558118733,,Indianapolis,IN,46277,,2020-11-12,Silver
USER-1401,,"Thomas, Linda",linda.thomas16@protonmail.com,5558865964,,Fort Worth,Texas,76151,,2020-09-28,Gold
USER-1402,,Ruth Martin,ruth.martin@icloud.com,5553562405,,Philadelphia,PA,19081,,2020-04-26,Platinum
USER-1403,,"Mitchell, Helen",hmitchell@hotmail.com,5552756053,,New York,NY,10058,,2020-03-28,Platinum
USER-1404,,Michael Wilson,michael.wilson@yahoo.com,5559156765,,Boston,MA,2123,,2020-02-20,Bronze
USER-1405,,Donna Bell,donna.bell@protonmail.com,5551636075,,San Antonio,Texas,78208,,2020-01-08,Gold
USER-1406,,"Taylor, Jessica",jessica.taylor97@hotmail.com,5551245067,,San Antonio,TX,78257,,2020-03-07,Silver
USER-1407,,"Howard, Maria",maria.howard@aol.com,5554570286,,Columbus,Ohio,43095,,2020-11-03,Bronze
USER-1408,,William Davis,william.davis76@gmail.com,5559866873,,Seattle,Washington,98155,,2020-09-21,Platinum
USER-1409,,Susan Campbell,susan.campbell@hotmail.com,5555586506,,San Francisco,California,94198,,2020-09-21,Silver
USER-1410,,Lisa Smith,lisa.smith@protonmail.com,5556823382,,Los Angeles,California,90076,,2020-08-24,Silver
USER-1411,,"Martinez, Charles",charles.martinez@outlook.com,5557350074,,San Francisco,CA,94135,,2020-12-03,Bronze
USER-1412,,Brian Cooper,bcooper@gmail.com,5558788957,,Boston,Massachusetts,2143,,2020-11-09,Silver
USER-1413,,Susan Adams,sadams@gmail.com,5557081964,,Charlotte,NC,28210,,2020-11-15,Platinum
USER-1414,,Nicholas Roberts,nroberts@protonmail.com,5554313689,,Boston,MA,2114,,2020-11-23,Silver
USER-1415,,"King, Ryan",ryan.king@protonmail.com,5559331723,,Phoenix,Arizona,85051,,2020-04-05,Platinum
USER-1416,,James Parker,jparker@gmail.com,5555476587,,Houston,Texas,77026,,2020-12-07,Bronze
USER-1417,,"Evans, Deborah",deborah.evans@yahoo.com,5551861749,,Chicago,IL,60676,,2020-08-28,Gold
USER-1418,,"Jim, Bill",william.james@icloud.com,5559422060,,Fort Worth,TX,76183,,2020-10-28,Platinum
USER-1419,,Brian Martin,bmartin@aol.com,5552062215,,Denver,Colorado,80246,,2020-03-27,Gold
USER-1420,,Emily Richardson,erichardson@aol.com,5553052788,,San Antonio,TX,78223,,2020-07-26,Bronze
USER-1421,,"Cooper, Ruth",ruth.cooper66@yahoo.com,5551026560,,Denver,CO,80276,,2020-07-12,Bronze
USER-1422,,"Ward, Ryan",rward@hotmail.com,5553317535,,Boston,Massachusetts,2130,,2020-10-08,Bronze
USER-1423,,Mark Martinez,mark.martinez@yahoo.com,5555016957,,Boston,MA,2139,,2020-03-20,Silver
USER-1424,,"Johnson, Ruth",rjohnson@aol.com,5554894817,,Philadelphia,PA,19061,,2020-07-19,Bronze
USER-1425,,"Allen, Mary",mary.allen@icloud.com,5554802588,,Columbus,OH,43095,,2020-11-04,Bronze
USER-1426,,"Mitchell, Nancy",nancy.mitchell@yahoo.com,5557263744,,Dallas,TX,75212,,2020-12-16,Gold
USER-1427,,William Thomas,william.thomas@aol.com,5555671902,,Phoenix,Arizona,85081,,2020-04-01,Bronze
USER-1428,,James Moore,james.moore@yahoo.com,5554976683,,Charlotte,NC,28224,,2020-09-05,Silver
USER-1429,,Eric Young,eyoung@icloud.com,5553336542,,Phoenix,Arizona,85091,,2020-07-12,Gold
USER-1430,,"Bobs, Emily",emily.roberts@outlook.com,5554041186,,Chicago,Illinois,60648,,2020-07-25,Platinum
USER-1431,,"Lee, Jennifer",jennifer.lee@protonmail.com,5554840736,,Denver,Colorado,80243,,2020-01-19,Platinum
USER-1432,,"Lopez, Michael",mlopez@hotmail.com,5554041442,,Los Angeles,California,90040,,2020-09-12,Platinum
USER-1433,,Ruth Rodriguez,ruth.rodriguez61@protonmail.com,5556172289,,New York,NY,10030,,2020-08-16,Bronze
USER-1434,,"Lopez, Melissa",melissa.lopez@protonmail.com,5555660877,,Indianapolis,IN,46241,,2020-03-21,Bronze
USER-1435,,Maria Morgan,mmorgan@icloud.com,5551726122,,New York,NY,10022,,2020-08-09,Silver
